name,pop,lat,lon
Kingsport ,52796,36.5484341,-82.5618186
Blue Springs ,52786,39.01723,-94.2822095
Brentwood ,52774,37.9317766,-121.6960266
Grand Forks ,52749,47.9078244,-97.0592028
Novato ,52729,38.1061979,-122.5681191
Buckeye ,52419,38.9237892,-120.7979883
Florissant ,52417,38.789217,-90.322614
Hendersonville ,52407,35.3187279,-82.4609528
Sarasota ,52371,27.3364347,-82.5306527
Euless ,52152,32.8370727,-97.0819541
Cathedral City ,52132,33.7810031,-116.4640765
Hoffman Estates village,52118,42.0639157,-88.1247969
Yucaipa ,52081,34.040931,-117.0516713
Battle Creek ,52035,42.3192548,-85.1824269
Pensacola ,52006,30.421309,-87.2169149
Smyrna ,51966,39.2998339,-75.6046494
Oak Park village,51955,35.8466277,-78.70554926
Greenwood ,51889,37.8709542,-96.2471338
Bellevue ,51888,47.6144219,-122.1923372
Lakewood ,51638,39.6246085,-105.0842039
Peabody ,51608,42.5278731,-70.9286609
Placentia ,51582,33.8714814,-117.8617337
Watsonville ,51582,36.9092773,-121.7529071
Perth Amboy ,51484,40.5067723,-74.2654234
Milford  ,51381,41.2223194,-73.0564953
Hoboken ,51330,40.7433066,-74.0323752
La Crosse ,51271,43.8804365,-91.25484113
Joplin ,51142,37.0842271,-94.513281
Burlington ,51120,44.4723989,-73.2114941
Albany ,51053,42.6511674,-73.754968
Saginaw ,51047,43.4200387,-83.9490365
Charleston ,51040,32.7876012,-79.9402728
Elkhart ,50969,41.6819935,-85.9766671
West New York ,50773,40.7880091,-74.0142761
Minnetonka ,50626,44.9127229,-93.499059
Glendora ,50565,34.1361187,-117.865339
George ,50301,30.857421,-88.6537118
Pflugerville ,50294,30.4393696,-97.6200043
Richland ,50283,38.7060457,-88.0949352
DeSoto ,50167,34.8703284,-89.9778704
Castle Rock ,50116,39.3726585,-104.8584264
Plainfield ,50057,41.623191,-88.22843248
Troy ,50024,42.6055893,-83.1499304
Niagara Falls ,49892,43.1030928,-79.0302618
Harrisonburg ,49811,38.4493315,-78.8688833
Apple Valley ,49790,44.7319094,-93.21772
Bradenton ,49753,27.4989278,-82.5748194
Lehi ,49721,40.3880902,-111.8491619
Casa Grande ,49716,32.8793816,-111.7575614
Southaven ,49713,34.9889818,-90.0125913
Gilroy ,49683,37.0065078,-121.5631723
Brookhaven ,49609,31.58369,-90.44180867
Pinellas Park ,49476,27.8599115,-82.70437819
Grand Island ,49464,40.9250124,-98.342007
Enid ,49458,36.3967623,-97.8791341
Cuyahoga Falls ,49385,41.1348213,-81.4848086
Harrisburg ,49365,40.2663107,-76.8861122
Monroe ,49357,38.2722313,-90.1792484
Wilson ,49347,37.5692118,-95.7452639
Palm Desert ,49325,33.7288179,-116.3825711
Palm Beach Gardens ,49278,26.84176195,-80.13530872
West Sacramento ,49199,38.5804609,-121.530234
Kentwood ,49157,42.8694731,-85.6447492
Huntington ,49112,38.4192496,-82.445154
Logan ,49107,40.1075089,-89.3768539
Sheboygan ,49093,43.7508284,-87.71453
Tigard ,49031,45.4307473,-122.7719339
Aliso Viejo ,48953,33.5761376,-117.7258122
Lenexa ,48846,38.9536174,-94.7335709
La Mirada ,48832,33.9060971,-118.0107092
Burien ,48758,47.469918,-122.3485274
Poway ,48697,32.9628234,-117.0358646
Edina ,48636,44.8897027,-93.3501222
East Lansing ,48603,42.7355416,-84.4852469
Cypress ,48493,33.8248235,-118.0399368
Euclid ,48491,41.5931049,-81.5267873
Roswell ,48483,33.3942655,-104.5230242
Rancho Santa Margarita ,48426,33.640855,-117.603104
Coral Gables ,48271,25.6905515,-80.23500888
Covina ,48103,34.0877926,-117.8891164
Mishawaka ,48103,41.6619927,-86.1586156
Pine Bluff ,48100,34.2284312,-92.0031955
Huntersville ,48085,35.4107135,-80.8428483
Sammamish ,47936,47.6088445,-122.0423067
Salina ,47822,38.8402805,-97.6114237
Newark ,47793,40.735657,-74.1723667
San Marcos ,47695,29.8826436,-97.9405828
Galveston ,47663,29.299328,-94.7945882
Doral ,47648,25.8184725,-80.35396781
Commerce City ,47549,39.8083196,-104.9338675
Olympia ,47352,47.0450197,-122.8948725
Mansfield ,47246,40.75839,-82.5154471
Roseville ,47231,38.72338,-121.1858782
Caldwell ,47221,32.0820785,-92.1130105
Murray ,47182,34.4935341,-97.0475803
Ankeny ,47166,41.7318715,-93.6003837
Grapevine ,47148,32.9342919,-97.0780654
Mentor ,47089,41.6661573,-81.339552
East Providence ,47069,41.8137116,-71.3700545
Binghamton ,47019,42.096968,-75.914341
Portage ,46707,41.5758708,-87.1761455
Dunwoody ,46657,33.9430886,-84.30974861
Azusa ,46632,34.1338751,-117.9056046
Wauwatosa ,46496,43.0494122,-88.0079271
Hattiesburg ,46402,31.3271189,-89.2903392
Lawrence ,46329,38.9719384,-95.2359496
Parker ,46296,39.5184514,-104.7612638
Altoona ,46227,40.518681,-78.394736
Sierra Vista ,46173,31.5545401,-110.3036929
Stillwater ,46117,36.1156306,-97.0585717
Collierville ,45931,35.042036,-89.6645266
Cedar Hill ,45853,32.5889112,-96.9559308
Cleveland Heights ,45811,41.5200518,-81.556235
Beavercreek ,45790,39.7092262,-84.0632685
St. Louis Park ,45747,44.9475726,-93.3569023
Jeffersonville ,45570,38.2776479,-85.7371131
Farmington ,45511,36.7304288,-108.2089191
San Luis Obispo ,45415,35.2827525,-120.6596156
Palm Springs ,45272,33.8345281,-116.5389475
Texas City ,45213,29.383845,-94.9027002
Coeur d'Alene ,45021,47.6776832,-116.7804664
Bonita Springs ,44927,26.3618645,-81.79306068
Elmhurst ,44915,41.8994745,-87.9403418
Glenview village,44877,38.2875699,-85.6369058
Barnstable Town ,44831,41.278228,-73.6006489
Twin Falls ,44812,42.5629668,-114.4608711
Leesburg ,44599,39.1026092,-77.55901065
Strongsville ,44587,41.3144733,-81.83511
Columbus ,44578,39.9622601,-83.0007065
Pittsfield ,44395,42.4500967,-73.2453785
Maricopa ,44332,33.34883,-112.49123
Biloxi ,44250,30.3960318,-88.8853645
Madison ,44030,43.074761,-89.3837613
DeKalb ,43819,41.9294736,-88.7503647
Charlottesville ,43770,38.029306,-78.4766781
Belleville ,43732,38.5200504,-89.9839935
Titusville ,43720,28.6122187,-80.8075538
Lincoln ,43697,40.8000554,-96.6674005
Attleboro ,43663,41.9445441,-71.2856082
Lombard village,43621,38.2250033,-104.5449727
Summerville ,43527,33.0000235,-80.18979261
Hackensack ,43477,40.8859326,-74.0434736
Lacey ,43354,47.0263876,-122.8072257
Sayreville borough,43338,40.4592726,-74.3609822
Jefferson City ,43293,38.577359,-92.1724265
Wylie ,43273,33.0151201,-96.5388789
Draper ,43273,40.5246711,-111.8638226
Moline ,43243,41.5067003,-90.5151342
Apopka ,43217,28.7414145,-81.5344293
Littleton ,43188,39.613321,-105.0166498
Kannapolis ,43176,35.4873613,-80.6217341
El Centro ,43111,32.792,-115.5630514
Fond du Lac ,43105,43.7748763,-88.4458033
Newark ,43065,40.735657,-74.1723667
Minot ,43061,48.2325095,-101.2962732
Haltom City ,42923,32.7995738,-97.2691817
Bountiful ,42856,40.8894611,-111.8804817
North Miami Beach ,42827,25.928842,-80.15278619
Blacksburg ,42791,37.2296566,-80.4136767
Fairfield ,42617,38.2493581,-122.0399663
Danville ,42586,40.125222,-87.6304614
Concord ,42434,43.207106,-71.5370216
Danville ,42419,40.125222,-87.6304614
Burlington ,42410,44.4723989,-73.2114941
Bell Gardens ,42347,33.9652918,-118.1514588
Fort Pierce ,42337,27.4467056,-80.3256056
Oakland Park ,42298,26.1801443,-80.1372004
Lompoc ,42230,34.6391501,-120.4579409
Everett ,42136,47.9673056,-122.2013998
Rancho Palos Verdes ,42099,33.7483311,-118.3707683
Hutchinson ,42088,38.0608444,-97.9297743
State College borough,42037,40.794026,-77.8606975
Salem ,42035,44.9391565,-123.033121
Midland ,41968,43.6155825,-84.2472117
Coachella ,41938,33.6795519,-116.176338
Cleveland ,41926,41.5051613,-81.6934446
North Lauderdale ,41924,26.217305,-80.2258811
Cutler Bay ,41888,25.575865,-80.34137218
Altamonte Springs ,41718,28.6649055,-81.37626851
Urbana ,41653,40.1117174,-88.207301
San Bruno ,41562,37.6304904,-122.4110835
Bartlett village,41430,43.1161806,-75.403783
Kearny ,41400,37.9960049,-101.3523356
Westfield ,41390,42.1250929,-72.7495381
Wilkes-Barre ,41375,41.2464824,-75.8817316
Findlay ,41276,41.0413873,-83.6503982
Oro Valley ,41251,32.3909071,-110.966488
Meridian ,41128,32.376096,-88.68978607
Warren ,41062,40.8442828,-90.6168408
Woonsocket ,41045,42.0028761,-71.5147839
Rohnert Park ,41025,38.3396367,-122.7010984
Smyrna ,40980,39.2998339,-75.6046494
Keller ,40884,37.6192992,-75.7638185
Leominster ,40882,42.5250906,-71.759794
Quincy ,40782,39.9356016,-91.4098727
Linden ,40650,33.0123537,-94.3654707
Sumter ,40557,32.0485072,-84.1862464
Crystal Lake ,40547,42.2411344,-88.3161965
Covington ,40505,39.0837489,-84.5086221
Fitchburg ,40365,42.5834228,-71.8022956
Urbandale ,40256,41.6274552,-93.7380624
Plainfield village,40145,41.67650655,-71.92223409
La Puente ,40128,34.01979,-117.9503677
Holyoke ,40102,42.22415795,-72.64021831
Beverly ,40070,42.5584284,-70.8800491
Streamwood village,40067,33.7125089,-117.7573608
Hickory ,40048,35.7331895,-81.3412006
Shelton ,40009,41.3164856,-73.0931641
Carol Stream village,39970,41.913645,-88.1184169
Edmonds ,39949,47.8105738,-122.3774952
Brea ,39897,33.9170444,-117.8888557
Prescott ,39874,34.5400242,-112.4685025
Campbell ,39853,37.2158191,-79.1165953
Bullhead City ,39615,35.1477774,-114.5682983
New Berlin ,39613,42.976453,-88.1090391
Riverton ,39581,43.0249578,-108.3798938
Mankato ,39569,44.1634663,-93.9993505
Cedar Falls ,39566,42.5277622,-92.4454654
Huntsville ,39558,34.577718,-86.83583561
Atlantic City ,39529,39.3642852,-74.4229351
Coppell ,39464,32.958352,-96.988183
Manassas ,39358,38.744947,-77.48244413
Bremerton ,39241,47.5665391,-122.6527973
Wausau ,39137,44.9596017,-89.6298239
Culver City ,39120,34.0211224,-118.3964665
Muskogee ,39087,35.6630196,-95.3927706
Rockwall ,39070,32.9312336,-96.4597089
Calexico ,39048,32.6789476,-115.4988834
Duncanville ,39037,32.6518004,-96.9083366
Lancaster ,38958,40.03813,-76.3056686
Sherman ,38948,33.617501,-96.59549343
Rock Island ,38939,41.5094771,-90.5787477
Clovis ,38931,34.405472,-103.2050709
Moorhead ,38833,46.8347035,-96.73454892
Morgan Hill ,38791,37.130408,-121.6544974
Apex ,38786,35.7325352,-78.8505516
Maplewood ,38778,44.9530215,-92.9952153
Peachtree Corners ,38770,33.9701009,-84.2215869
Prescott Valley ,38764,34.6100243,-112.315721
Woburn ,38622,42.4792618,-71.1522766
Beaumont ,38592,30.0860459,-94.1018461
Annapolis ,38478,38.9786401,-76.492786
Cape Girardeau ,38451,37.3058839,-89.5181476
Burleson ,38316,32.515272,-97.34509602
Stanton ,38305,37.5691072,-101.7935648
Ormond Beach ,38227,29.2858129,-81.0558894
Hanover Park village,38187,43.17329575,-89.41709963
Huber Heights ,38115,39.8584125,-84.11151221
Bozeman ,38099,45.6799842,-111.0446748
Brentwood ,38079,37.9317766,-121.6960266
St. Cloud ,38032,45.5616075,-94.1642004
Greenacres ,38016,35.3832927,-119.1098266
Shakopee ,38013,44.7980186,-93.5268986
Brookfield ,37912,43.0605671,-88.1064787
Hallandale Beach ,37895,25.9856006,-80.13999651
Lincoln Park ,37853,42.2505943,-83.1785361
Pacifica ,37853,37.6138253,-122.4869194
Wheeling village,37809,40.6142048,-86.3911092
Hurst ,37807,32.8234621,-97.1705678
Valley Stream village,37704,36.8058314,-76.23096618
Park Ridge ,37609,42.0111412,-87.8406192
Hilton Head Island ,37569,32.216316,-80.752608
Goose Creek ,37566,32.9961038,-80.0387292
Puyallup ,37516,47.1849009,-122.2921406
Montclair ,37373,40.8259332,-74.2090344
Lancaster ,37343,40.03813,-76.3056686
Roy ,37235,41.1617999,-112.0261903
Addison village,37164,43.4227761,-88.3745423
Calumet City ,37153,41.6155909,-87.5294871
The Colony ,37101,33.0890094,-96.8863922
Ocoee ,37061,28.537782,-81.54483614
Muskegon ,37035,43.2341813,-86.2483921
Lake Oswego ,36984,45.4206749,-122.6706498
Bentonville ,36962,36.302283,-94.28158895
Spartanburg ,36957,34.9498007,-81.9320157
Marion ,36933,37.7306054,-88.9331256
Portage ,36931,41.5758708,-87.1761455
Beloit ,36858,42.5083272,-89.031784
Aventura ,36854,25.953257,-80.13664587
Richmond ,36833,37.5385087,-77.43428
Greenfield ,36825,42.5877962,-72.6006199
Texarkana ,36823,33.425125,-94.0476882
Westerville ,36787,40.1261743,-82.9290696
Gadsden ,36760,34.0142639,-86.0066387
Longview ,36754,32.5007038,-94.7404891
Keizer ,36718,44.9958075,-123.0197173
Oakley ,36642,37.9974219,-121.7124536
Martinez ,36552,38.0193657,-122.1341321
Dover ,36536,39.158168,-75.5243682
Weslaco ,36504,26.155616,-97.98046402
Northglenn ,36461,39.885541,-104.9872026
Lewiston ,36450,44.100351,-70.2147764
Los Banos ,36436,37.0592253,-120.8505342
Apache Junction ,36404,33.4006195,-111.5374039
New Albany ,36385,38.2856247,-85.8241312
Friendswood ,36313,29.5293998,-95.2010447
Grove City ,36278,39.8814519,-83.0929645
Bartlesville ,36150,36.7473114,-95.9808179
Torrington ,36111,41.8006523,-73.1212214
Reynoldsburg ,36107,39.9547861,-82.8121191
Del Rio ,36063,29.3627296,-100.896761
Goldsboro ,36045,35.3848841,-77.9927651
Lynnwood ,36043,47.8278656,-122.3053932
Temple City ,35824,34.1082994,-118.0577568
Winter Garden ,35804,32.839025,-116.9283792
Spanish Fork ,35783,40.114955,-111.654923
Bell ,35746,33.9775142,-118.1870156
Franklin ,35745,37.9765409,-88.9335327
Panama City ,35739,30.1600827,-85.6545729
Plant City ,35721,28.023543,-82.12720203
Fort Lee borough,35664,40.8527536,-73.97250875
Leavenworth ,35629,39.3110919,-94.9227996
Wildwood ,35600,38.5795893,-90.6294468
Richfield ,35599,44.8766431,-93.2877877
Delaware ,35571,38.6920451,-75.4013315
Hollister ,35567,36.8524545,-121.4016021
Hot Springs ,35414,34.492847,-93.12379452
Lufkin ,35373,31.3382406,-94.729097
Marion ,35358,37.7306054,-88.9331256
Manhattan Beach ,35353,33.8950839,-118.4000147
Lake Worth ,35327,26.62121345,-80.06267318
Claremont ,35324,34.0966764,-117.7197785
University City ,35275,38.6558849,-90.3092813
Merrillville ,35273,41.4828144,-87.3328139
San Juan Capistrano ,35219,33.5016932,-117.6625509
Tupelo ,35141,34.2634615,-88.72502681
Cottage Grove ,34912,44.8277446,-92.9438218
Moorpark ,34853,34.285558,-118.8820414
Bay City ,34781,28.982941,-95.96336143
East Point ,34751,33.6654335,-84.48648945
Grants Pass ,34735,42.4393707,-123.3272489
Stow ,34707,41.1596261,-81.4406258
Oak Creek ,34662,42.8858503,-87.8631362
West Hollywood ,34645,34.0900091,-118.3617443
Prattville ,34626,32.4640245,-86.4596966
Royal Palm Beach village,34604,26.694533,-80.2323689
Peachtree City ,34566,33.3967829,-84.5957629
Winter Haven ,34560,28.0222435,-81.7328568
Phenix City ,34499,32.4709761,-85.0007653
Hinesville ,34458,31.8477298,-81.5960354
Norris borough,34406,44.3134023,-70.0883869
Glendale Heights village,34395,39.9709072,-80.7506399
Hobbs ,34384,32.7026116,-103.1360403
Beverly Hills ,34361,34.0736204,-118.4003563
Gainesville ,34342,29.651907,-82.3247976
Indian Trail ,34280,35.0768141,-80.6692352
Pleasant Grove ,34122,40.3641184,-111.73854
Bothell ,34113,47.759853,-122.2068217
Olive Branch ,34057,34.9617605,-89.8295315
Inver Grove Heights ,34055,44.8479039,-93.0428119
Roseville ,34047,38.72338,-121.1858782
Mooresville ,34046,35.570746,-80.8182992
Vestavia Hills ,34005,33.4776455,-86.68732697
Milton ,33917,42.2495435,-71.0661612
Greenville ,33913,34.851354,-82.3984882
Upper Arlington ,33912,39.9945084,-83.0624078
Newnan ,33783,33.3806716,-84.7996573
Nacogdoches ,33782,31.5970503,-94.5927451
Bettendorf ,33773,41.5255466,-90.5081478
Cottonwood Heights ,33754,40.6196702,-111.8102104
Dana Point ,33688,33.4669721,-117.6981075
Butte-Silver Bow ,33687,45.9838436,-112.5007277
Houma ,33681,29.5957696,-90.7195348
San Dimas ,33595,34.1066756,-117.8067257
Manitowoc ,33591,44.0886059,-87.6575841
Gahanna ,33513,40.019468,-82.8790706
Pleasant Hill ,33491,37.9479786,-122.0607963
Long Beach ,33463,33.7774658,-118.1884871
Winter Springs ,33431,28.6882125,-81.28497893
Seaside ,33413,36.6258085,-121.8170358
Lauderdale Lakes ,33364,26.1681519,-80.20471799
Dalton ,33333,34.723727,-84.86850912
Jackson ,33320,32.2990384,-90.1847691
Schertz ,33315,29.5521737,-98.2697341
Monroe ,33272,38.2722313,-90.1792484
Fairborn ,33222,39.8068795,-84.00996135
St. Charles ,33174,41.9141984,-88.3086977
Woodridge village,33159,29.548018,-98.60536836
Holland ,33153,42.7876022,-86.1090828
Oregon City ,33103,45.3573429,-122.6067583
Copperas Cove ,33061,31.124062,-97.9030785
Lawndale ,32994,33.88711,-118.3531481
Wildomar ,32984,33.5939372,-117.2414989
Bangor ,32962,44.8011821,-68.7778138
Danville ,32903,40.125222,-87.6304614
Riviera Beach ,32807,26.7753405,-80.0580969
Fair Lawn borough,32766,40.9403762,-74.1318096
Deer Park ,32596,29.70478335,-95.11839443
Westlake ,32527,41.4553232,-81.9179174
Menlo Park ,32519,37.4538274,-122.1821871
Richmond ,32489,37.5385087,-77.43428
Socorro ,32480,34.0572791,-106.8930518
North Olmsted ,32461,41.4156025,-81.9234726
Wenatchee ,32431,47.4234599,-120.3103494
Eastpointe ,32408,42.4683698,-82.9554746
McMinnville ,32316,45.2109843,-123.1975851
Leawood ,32248,38.966673,-94.6169012
Franklin Town ,32218,42.3406373,-75.1651689
Water Town ,32210,42.0642643,-73.93190045
Petersburg ,32159,37.2044555,-77.39053111
Massillon ,32129,40.7967244,-81.5215093
El Mirage ,32110,34.6022132,-117.6311675
Mount Vernon ,32084,38.3172715,-88.9031201
Tooele ,32055,40.5307776,-112.29828
Galesburg ,32043,40.9478158,-90.3712395
Hopkinsville ,32037,36.8657651,-87.4889532
Rosenberg ,32035,29.5571825,-95.8085623
Walla Walla ,31990,46.0649999,-118.3302784
Lewiston ,31989,44.100351,-70.2147764
Issaquah ,31949,47.5348778,-122.0432974
Newark ,31934,40.735657,-74.1723667
Spring Valley village,31876,29.7896722,-95.5035529
Naugatuck borough,31832,41.4860186,-73.0509432
Goshen ,31797,41.5815012,-85.8346529
Wake Forest ,31662,35.9803097,-78.5103427
Benton ,31462,36.0345286,-88.101285
West Bend ,31416,43.4252776,-88.1834277
North Tonawanda ,31408,43.038668,-78.8642034
University Place ,31402,47.216134,-122.5400829
Kearney ,31341,40.699457,-99.0814767
Laramie ,31328,41.3113669,-105.5911007
Parkersburg ,31305,39.2667418,-81.5615135
Alamogordo ,31303,32.8997997,-105.9603398
La Verne ,31284,34.1008426,-117.7678355
Michigan City ,31271,41.7075394,-86.8950297
Douglasville ,31170,33.7514966,-84.7477136
Bowling Green ,31147,36.9903199,-86.4436018
Mason ,31147,40.2302271,-89.8660433
Oswego village,31103,43.3739582,-76.1524252
College Park ,31087,38.980666,-76.9369189
Gallatin ,31072,37.7509507,-88.2264519
Westfield ,31052,42.1250929,-72.7495381
Foster City ,31010,37.5600336,-122.2688522
Owasso ,31003,36.2661536,-95.8549456
James ,30908,39.6532183,-121.5496929
Cookeville ,30886,36.162839,-85.5016423
Poughkeepsie ,30854,41.7065779,-73.9284101
Andover ,30837,42.65717,-71.1408776
Englewood ,30787,40.8928771,-73.9726381
Garfield ,30772,36.3735486,-97.7845975
New Iberia ,30721,30.0035365,-91.8187285
Wentzville ,30671,38.81144,-90.8529107
Kennesaw ,30653,34.0234337,-84.6154897
Alabaster ,30653,33.2155935,-86.79777856
Long Branch ,30647,40.3042778,-73.9923596
Laguna Hills ,30620,33.5948758,-117.6882067
Westfield ,30472,42.1250929,-72.7495381
Brooklyn Center ,30426,45.0748543,-93.3296296
Gillette ,30424,44.2906347,-105.5018759
Ballwin ,30418,38.5950182,-90.5469133
Clearfield ,30402,40.9908706,-78.4457422
Chicago Heights ,30394,41.5062834,-87.6357079
Saratoga ,30363,43.0833231,-73.8712155
Waxahachie ,30354,32.3884555,-96.92882371
Wheat Ridge ,30341,39.766098,-105.0772063
North Royalton ,30337,41.3136644,-81.7245739
Miami Lakes ,30292,25.91162125,-80.32127406
Springville ,30281,40.1668572,-111.6109221
Dover ,30244,39.158168,-75.5243682
Ithaca ,30219,42.4396039,-76.4968019
New Bern ,30219,35.1084931,-77.0441143
Dania Beach ,30211,26.05078395,-80.14612378
Shawnee ,30204,39.0416718,-94.7202376
El Paso de Robles (Paso Robles) ,30132,35.63448665,-120.6702823
Texarkana ,30128,33.425125,-94.0476882
Spring Hill ,30109,28.5558273,-82.4503732
Des Moines ,30091,41.5910641,-93.6037149
North Ridgeville ,30080,41.3894905,-82.0190321
Sun Prairie ,30058,43.1834579,-89.2134359
Cooper City ,30057,26.04707855,-80.27390797
Banning ,30048,33.9255685,-116.875289
West Lafayette ,30037,40.4258686,-86.9080655
Goleta ,30020,34.4358295,-119.8276389
Sherwood ,29992,34.8150907,-92.2243153
Pullman ,29950,46.7304268,-117.173895
Rochester ,29915,43.1854754,-77.61068605
Niles village,29904,42.8375683,-76.413546
Los Gatos ,29874,37.226611,-121.9746797
LaGrange ,29863,41.6372578,-85.4216948
Madison Heights ,29862,42.4858692,-83.1052028
Santa Paula ,29848,34.3541659,-119.0592705
Morgan ,29844,39.7062265,-90.190335
Aiken ,29827,33.5598586,-81.721952
Highland Park ,29764,42.1816919,-87.8003438
Marion ,29748,37.7306054,-88.9331256
North Chicago ,29745,42.325578,-87.8411818
Granite City ,29732,38.7014389,-90.1487199
Port Huron ,29656,42.9815877,-82.440466
George ,29656,30.857421,-88.6537118
Cleburne ,29639,32.3574105,-97.40846276
Hilliard ,29607,40.033814,-83.1596108
East Chicago ,29529,41.6397857,-87.4548466
Ray ,29514,39.3661726,-93.9888262
Liberty ,29512,31.8031632,-81.483441
Los Altos ,29482,37.3790629,-122.116578
Oak Park ,29477,41.8850317,-87.7845025
Williamsport ,29448,41.2493292,-77.0027671
Statesboro ,29391,32.4487877,-81.7831674
O'Fallon ,29334,38.5922715,-89.9112124
Oak Ridge ,29314,36.0103562,-84.2696449
Burlingame ,29302,37.5841026,-122.3660825
Elmira ,29213,42.0897965,-76.8077338
Schererville ,29180,41.4789246,-87.4547605
Cedar City ,29179,37.6774769,-113.0618931
Elizabeth ,29164,40.6639916,-74.2107006
Morris ,29143,38.6908906,-96.6707526
Burbank ,29036,34.1816482,-118.3258554
Farmers Branch ,28978,32.9265137,-96.8961151
Lawrenceville ,28946,33.9562149,-83.9879625
Henderson ,28846,40.8156124,-90.9104547
Lake in the Hills village,28846,42.1817047,-88.3318349
Newburgh ,28835,41.5034271,-74.0104179
Jacksonville ,28808,30.3321838,-81.655651
Helena ,28725,46.5927122,-112.036109
Millville ,28689,39.4020593,-75.0393368
Midvale ,28664,40.6110589,-111.8999353
Lake Stevens ,28656,48.0197794,-122.0660914
Garfield Heights ,28600,41.4169974,-81.6059581
East Palo Alto ,28594,37.4688273,-122.1410751
Atascadero ,28591,35.4894169,-120.6707255
Agawam Town ,28585,42.700963,-74.0404119
Sanford ,28545,35.4798757,-79.1802994
West Springfield Town ,28540,42.1070383,-72.6203675
Atwater ,28529,37.3477174,-120.609084
Russellville ,28515,35.2784173,-93.1337856
Lansing village,28458,43.7452402,-92.9701918
Plainfield ,28407,41.623191,-88.22843248
Winter Park ,28394,28.6000625,-81.34274374
Suisun City ,28351,38.245232,-121.9717533
Post Falls ,28322,47.715147,-116.9480651
Kingman ,28317,37.5420937,-98.122172
Wheeling ,28297,42.125144,-87.92930515
Princeton,28206,40.3492744,-74.6592958
Shaker Heights ,28187,41.4739419,-81.5370671
Nicholasville ,28117,37.8806341,-84.5729961
Kaysville ,28098,41.0349847,-111.9383931
Oak Forest ,28070,41.6028116,-87.7439384
Leander ,28059,30.5781315,-97.84259075
Round Lake Beach village,28050,42.3850853,-88.06549032
Allen Park ,28021,42.2575385,-83.2110375
Crown Point ,28003,41.4169806,-87.3653136
Matthews ,27967,35.1168131,-80.7236804
Mason City ,27952,43.1535728,-93.2010367
Ridgecrest ,27940,35.6225064,-117.6699414
Monterey ,27846,36.583431,-121.8540929
Dodge City ,27804,37.7527982,-100.0170787
Marshall ,27750,35.9089643,-92.6312746
Alton ,27676,38.8906038,-90.1842764
Rahway ,27659,40.6081591,-74.2776468
Little Elm ,27654,33.1626194,-96.9375051
Myrtle Beach ,27651,33.6956461,-78.8900409
New London ,27629,41.3556539,-72.0995209
Maryville ,27602,40.3461017,-94.8724707
Auburn ,27584,32.5978265,-85.56335486
Maywood ,27580,33.9866807,-118.185349
Oakdale ,27575,44.9630216,-92.9649361
Winona ,27551,44.049963,-91.6393152
Glen Ellyn village,27528,41.8507997,-88.07807394
Kirkwood ,27525,38.5776995,-90.41865474
Garden City ,27508,37.9716898,-100.8726618
Kankakee ,27489,41.1200325,-87.8611531
Desert Hot Springs ,27468,33.961124,-116.5016784
Opelika ,27451,32.652151,-85.45598514
Maryland Heights ,27438,38.7131073,-90.4298401
Savage ,27364,44.7779041,-93.3356204
West Chicago ,27362,41.8847507,-88.2039607
Bessemer ,27360,33.3339595,-86.95006956
Frankfort ,27352,38.2009055,-84.8732836
SeaTac ,27350,47.44259955,-122.2930652
Englewood ,27344,40.8928771,-73.9726381
Duluth ,27326,46.7729322,-92.1251218
Fridley ,27311,45.0838291,-93.2590388
Plum borough,27292,40.5003457,-79.7494911
Slidell ,27284,30.2751945,-89.7811745
Big Spring ,27282,32.250398,-101.4787356
Harker Heights ,27263,31.0835102,-97.6597377
Norco ,27250,33.9323307,-117.5508901
Melrose ,27240,42.4564323,-71.064182
Queen Creek ,27210,33.222657,-111.6206973
Benicia ,27192,38.049365,-122.1585777
Enterprise ,27162,31.3151708,-85.8552161
DeLand ,27161,29.0195145,-81.29414163
Eureka ,27155,40.8020712,-124.1636729
Southlake ,27140,33.0074185,-97.16742841
Glen Cove ,27109,40.8623217,-73.6337389
Eagle Pass ,27101,28.709856,-100.4794168
Lake Jackson ,27097,29.0338575,-95.4343859
Superior ,27063,46.7207737,-92.1040796
Bergenfield borough,27060,40.9275987,-73.9973608
American Fork ,26993,40.3768954,-111.7957645
Windsor ,26930,42.3032758,-83.0285111
Garden City ,26921,37.9716898,-100.8726618
Clinton ,26891,38.5896187,-89.420064
McHenry ,26875,42.3294391,-88.4605713
Thomasville ,26873,35.8826369,-80.0819879
Easton ,26850,40.6916081,-75.2099866
Jefferson ,26786,38.3010487,-88.9344303
Winchester ,26756,39.1857762,-78.1631434
Stevens Point ,26735,44.5229223,-89.574111
Holladay ,26732,40.6688363,-111.8246557
Stockbridge ,26731,42.2875874,-73.3203862
East St. Louis ,26708,38.6244952,-90.1509429
Fremont ,26687,37.5482697,-121.9885719
Saratoga Springs ,26660,43.0831301,-73.7845651
Paragould ,26655,36.0584021,-90.4973286
Imperial Beach ,26651,32.5839444,-117.1130849
Anderson ,26627,38.198077,-95.3067461
Redmond ,26617,47.6694141,-122.1238767
West Fargo ,26588,46.8749671,-96.900362
Paramus borough,26525,40.9445428,-74.0754189
Fountain ,26521,38.725168,-104.645359
Barberton ,26421,41.012833,-81.6051221
Casselberry ,26399,28.654276,-81.32379065
Tualatin ,26394,45.3838546,-122.7663518
